-1.833400768806575654e-02,-6.399253050473410753e-03,1.830595082819527764e-02
-1.597254908591034736e-02,-9.848825232709393493e-05,1.086626751896983996e-02
-1.335731839482996383e-02,6.092200133316985795e-03,3.768504530424358293e-03
-1.058952157994604536e-02,1.209166383969835674e-02,-3.196030543517479165e-03
-7.760452598532862310e-03,1.783560623946937526e-02,-1.019590582661938569e-02
-4.950595769845092531e-03,2.327479174274185367e-02,-1.736372177927560101e-02
-2.229159118624137077e-03,2.837340069005532192e-02,-2.479980099996839313e-02
3.463087997140549927e-04,3.310768474365947261e-02,-3.257508818105148141e-02
2.730242871356806933e-03,3.746483986262858640e-02,-4.073350592552116983e-02
4.889208717981146680e-03,4.144191711513489640e-02,-4.929426315237647738e-02
6.801684411343029632e-03,4.504461569961736023e-02,-5.825454132758172560e-02
8.457345294669807445e-03,4.828586121082568960e-02,-6.759281958810524349e-02
9.855822175474468483e-03,5.118419879199092443e-02,-7.727276913150547821e-02
1.100503232639338941e-02,5.376210557072279295e-02,-8.724744494666845929e-02
1.191927150115883183e-02,5.604436777821868165e-02,-9.746339009862767244e-02
1.261728301130480255e-02,5.805665531355273107e-02,-1.078642959482854491e-01
1.312048781273378317e-02,5.982437788097386133e-02,-1.183939849083603946e-01
1.345149546167111361e-02,6.137185255665191658e-02,-1.289986232814371581e-01
1.363294753148851061e-02,6.272176467056081450e-02,-1.396281967685731318e-01
1.368668666443828390e-02,6.389487365209182979e-02,-1.502373619676369843e-01
1.363321236739798749e-02,6.490990708348282068e-02,-1.607858119093540095e-01
1.349138279114154605e-02,6.578359770607530854e-02,-1.712382672236159309e-01
1.327824848236158761e-02,6.653077220100087064e-02,-1.815643220455092077e-01
1.300904242674466235e-02,6.716451350608454440e-02,-1.917380887162338232e-01
1.269723986958094623e-02,6.769633646463700527e-02,-2.017377964133893475e-01
1.235466409851024988e-02,6.813636371500673972e-02,-2.115453752758412742e-01
1.199161747542386997e-02,6.849349465359752531e-02,-2.211460476623766658e-01
1.161702889361354921e-02,6.877556357561133427e-02,-2.305279362205817639e-01
1.123859110264554748e-02,6.898947770744748298e-02,-2.396817154273725714e-01
1.086290079104941519e-02,6.914134222983280009e-02,-2.486002883783751671e-01
1.049558613672197001e-02,6.923656817249305984e-02,-2.572785015673734743e-01
1.014142291875773372e-02,6.927996608471793938e-02,-2.657128917110780919e-01
9.804440877750210392e-03,6.927582662746427367e-02,-2.739014617641883365e-01
9.488017509582485215e-03,6.922798941021936214e-02,-2.818434845891075180e-01
9.194961529788587759e-03,6.913990214086838948e-02,-2.895393296970901198e-01
8.927586884081016236e-03,6.901467140643656462e-02,-2.969903103183144655e-01
8.687778088437918614e-03,6.885510645207183755e-02,-3.041985481301940353e-01
8.477044714920113980e-03,6.866375264668843348e-02,-3.111668623366807829e-01
8.296575100991130866e-03,6.844292836057688789e-02,-3.178986546419601544e-01
8.147276435178806356e-03,6.819474786710716385e-02,-3.243978262799044887e-01
8.029816154648731705e-03,6.792114797970187634e-02,-3.306686899907747001e-01
7.944652294153120228e-03,6.762390535038337314e-02,-3.367159044799299394e-01
7.892065471483055913e-03,6.730465634128210417e-02,-3.425444055408592425e-01
7.872181872326407953e-03,6.696491002242903334e-02,-3.481593547819855083e-01
7.884997752356733697e-03,6.660606305897642798e-02,-3.535660860393136651e-01
7.930396902357510908e-03,6.622940961038072116e-02,-3.587700653116844829e-01
8.008169438758519845e-03,6.583615264355244245e-02,-3.637768490635440166e-01
8.118025061868728090e-03,6.542741156047450490e-02,-3.685920531844235071e-01
8.259607429305726792e-03,6.500423087178075487e-02,-3.732213206994696164e-01
8.432504299597480893e-03,6.456758621331767922e-02,-3.776702978273648870e-01
8.636258975166830054e-03,6.411839138534777827e-02,-3.819446083591011010e-01
8.870376275043110811e-03,6.365750200277800475e-02,-3.860498387151497512e-01
9.134331175026891292e-03,6.318572096791115478e-02,-3.899915186798657007e-01
9.427578230503188411e-03,6.270380457081725645e-02,-3.937751013031381975e-01
9.749552231716213796e-03,6.221246317112941182e-02,-3.974059596945237471e-01
1.009967724092603741e-02,6.171236712146722231e-02,-4.008893683947845066e-01
1.047736841530122129e-02,6.120414844185433079e-02,-4.042304992416447806e-01
1.088203594647238828e-02,6.068840373603477667e-02,-4.074344133472811436e-01
1.131308987036694878e-02,6.016569763071580312e-02,-4.105060516802713777e-01
1.176994022900053512e-02,5.963656368693078663e-02,-4.134502355988065592e-01
1.225200154095563987e-02,5.910150762644006406e-02,-4.162716583422686467e-01
1.275869351019392334e-02,5.856100858420507094e-02,-4.189748851321407064e-01
1.328944273004314600e-02,5.801552086333186531e-02,-4.215643511186336623e-01
1.384368494681050173e-02,5.746547596752154402e-02,-4.240443581722167510e-01
1.442086488515225036e-02,5.691128340830152454e-02,-4.264190776200944000e-01
1.502043830402848869e-02,5.635333258239218907e-02,-4.286925475208316905e-01
1.564187211421081553e-02,5.579199370476850550e-02,-4.308686749795220816e-01
1.628464510424410330e-02,5.522761900659581280e-02,-4.329512368471327144e-01
1.694824883073390784e-02,5.466054399078387055e-02,-4.349438800140370542e-01
1.763218674945403117e-02,5.409108784904478190e-02,-4.368501265644020859e-01
1.833597488826313113e-02,5.351955456704953623e-02,-4.386733746231059050e-01
