2.953924269403238045e-02,-4.888858282414198370e-02,-3.155304915025917284e-02
2.810446336491422351e-02,-4.834727300114235321e-02,-3.286670701782146153e-02
2.668482116583389269e-02,-4.781078121435400341e-02,-3.420346815195565715e-02
2.528113397904162979e-02,-4.727932590318030537e-02,-3.556268376890925342e-02
2.389421876110399759e-02,-4.675312080335366355e-02,-3.694365194814093478e-02
2.252487277697007295e-02,-4.623237009550925508e-02,-3.834563035172336432e-02
2.117389394667418961e-02,-4.571727485905961730e-02,-3.976782900015474187e-02
1.984206731829360124e-02,-4.520802908490638428e-02,-4.120940762911828176e-02
1.853016458827077065e-02,-4.470482008123477513e-02,-4.266948163652480724e-02
1.723893740227751964e-02,-4.420782760351718577e-02,-4.414712909884698638e-02
1.596911374939861267e-02,-4.371722299900685643e-02,-4.564138995597447762e-02
1.472139401784767695e-02,-4.323316912817449370e-02,-4.715127442857150464e-02
1.349644902536932187e-02,-4.275582039020948272e-02,-4.867576832673681242e-02
1.229491338428545695e-02,-4.228532158625111781e-02,-5.021383526393773805e-02
1.111738545993629958e-02,-4.182180809622217804e-02,-5.176441895196050302e-02
9.964419671079277618e-03,-4.136540543442077111e-02,-5.332645582602473650e-02
8.836530156391030760e-03,-4.091622949733791231e-02,-5.489886938329225502e-02
7.734182049377680800e-03,-4.047438633773683958e-02,-5.648058714570878408e-02
6.657793584606315138e-03,-4.003997215435823459e-02,-5.807053593963076160e-02
5.607733450222196492e-03,-3.961307329703336877e-02,-5.966764785098608442e-02
4.584320900962684901e-03,-3.919376730520450491e-02,-6.127087051157908970e-02
3.587817557849695346e-03,-3.878212176513810838e-02,-6.287917372312065711e-02
2.618431442548016519e-03,-3.837819518337244606e-02,-6.449154961534142583e-02
1.676328450248116934e-03,-3.798203861857302188e-02,-6.610700425437293637e-02
7.616155620074403602e-04,-3.759369417775051958e-02,-6.772457922148086840e-02
-1.256500450772346338e-04,-3.721319638297106158e-02,-6.934334648641671262e-02
-9.854587864074415907e-04,-3.684057276769660272e-02,-7.096241019418078610e-02
